Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
PQ30-001,892,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Apply gyro error to obtain true course  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Apply gyro error to obtain true course  ,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-002,893,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Apply variation and deviation to compass course to obtain true course  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Apply variation and deviation to compass course to obtain true course  ,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-003,894,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Assist the officer of the deck executing, at a minimum, the following special evolution check off lists:  entering port/restricted waters; anchoring; getting underway; replenishment at sea; man overboard; low visibility; flight operations",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Assist the officer of the deck executing, at a minimum, the following special evolution check off lists:  entering port/restricted waters; anchoring; getting underway; replenishment at sea; man overboard; low visibility; flight operations",Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-004,895,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Calculate sunrise, sunset, moonrise, and moonset",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Calculate times for moonrise/moonset & sunrise/sunset,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-005,896,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Calculate the speed of advance (SOA) required to arrive at a given point at a given time over not less than 100nm,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine required speed of advance (SOA),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-006,897,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Calculate the time and height of the tide  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute tides and tidal predictions; compute tidal currents and current predictions,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-007,898,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Calculate tides and currents using authorized electronic means ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute tides and tidal predictions; compute tidal currents and current predictions,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-008,899,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Calculate times, velocities, and directions of flow of currents  ",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Calculate times, velocities, and directions of flow of currents  ",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-009,900,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Calculate when an aid to navigation or radar landfall should be sighted and report as specified in the CO’s Standing Orders,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute visibility of lights and expected time of sighting,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-010,901,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Compare bridge and combat derived positions and ship’s relation to track and position of intended movement (PIM) with the bridge position and determine if differences exist,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position relative to plan of intended movement (PIM),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-011,902,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Compare gyro repeaters to M gyro ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compare gyro repeaters to M gyro ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-012,903,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Complete weather observation sheet and submit message utilizing approved web-based format and/or message traffic (If applicable),Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform weather observations and reporting procedures,Knowledge/Performance Test,Time Gap,Course Revision,Weather,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-013,904,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Conduct a walkthrough of the pilot house with the Navigator identifying all bridge equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-014,905,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Conduct and log time checks on the 1mc  ,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-015,906,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Conduct DFGMC swing check IAW PMS  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Operate the Digital Flux Gate Magnetic Compass (DFGMC),Knowledge/Performance Test,Time Gap,Course Revision,DFGMC,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-016,907,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Conduct watch turnover IAW QMOW turnover checklist ,Rating Specific Task,No,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Use checklists,Knowledge/Performance Test,Time Gap,Course Revision,BRM,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-017,908,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Demonstrate the following signals during a man overboard:  taps signals (ship to boat) using flashing light; describe arc signals (boat to ship) using flashing light; pyrotechnic signals (ship to boat) to direct boat; & describe pyrotechnic signals (boat to ship),Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate the following signals during a man overboard:  taps signals (ship to boat) using flashing light; describe arc signals (boat to ship) using flashing light; pyrotechnic signals (ship to boat) to direct boat; & describe pyrotechnic signals (boat to ship),Knowledge/Performance Test,Time Gap,Course Revision,Lookout And Signal Operations,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-018,909,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Demonstrate the following signals using day shapes:  restricted ability to maneuver; not under command; anchoring; constraint by draft; aground,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Demonstrate the following signals using day shapes:  restricted ability to maneuver; not under command; anchoring; constraint by draft; aground,Knowledge/Performance Test,Time Gap,Course Revision,Lookout And Signal Operations,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-019,910,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine and make recommendations for course to steer to make good intended course  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute course and speed made good,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-020,911,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine course and speed made good  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute course and speed made good,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-021,912,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine gyro error by terrestrial range  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute gyro compass error,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-022,913,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine gyro error by triangulation  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute gyro compass error,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-023,914,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine range of object using a stadimeter,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Navigation - Maritime,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-024,915,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine set and drift using final fix compared to DR position IAW ship’s NAVBILL for the duration of a watch,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Calculate set and drift,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-025,916,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine the following visibility of lights used as aids to navigation:  nominal range; luminous range; geographic range; horizon distance; computed range; & computed visibility,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine the following visibility of lights used as aids to navigation:  nominal range; luminous range; geographic range; horizon distance; computed range; & computed visibility,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-026,917,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine when a change in weather or the visibility decreases to less than the distance specified in the CO’s Standing Orders; Make log entries as required,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Interpret the commanding officer's (CO’s)orders, compute visibility of light; perform weather observations and reporting procedures",Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-027,918,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Establish and plot ship's position using radar ranges and bearings,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship’s position utilizing radar,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-028,919,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Establish and plot ship's position using visual bearings,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship’s position visually,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-029,920,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Establish/enter and/or plot ship's position using military GPS,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position utilizing global position system (GPS),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-030,921,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Graph currents using the ""straight line method ""showing a slack water reference line, with flood values and ebb values displayed above and below the slack water reference line, respectively",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Graph currents using the ""straight line method ""showing a slack water reference line, with flood values and ebb values displayed above and below the slack water reference line, respectively",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-031,922,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Graph tides using the “one-quarter/one tenth” rule found in table 3 of the tide tables  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Graph tides using the “one-quarter/one tenth” rule found in table 3 of the tide tables  ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-032,923,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Identify and evaluate position accuracy indications (FOM)  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Identify and evaluate position accuracy indications (FOM)  ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-033,924,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Identify and evaluate position offsets in ECDIS (if applicable),Rating Specific Task,No,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Identify and evaluate position offsets in ECDIS (if applicable),Knowledge/Performance Test,Time Gap,Course Revision,VMS,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-034,925,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Identify and sound appropriate whistle signals for the following circumstances:  underway, making way in reduced visibility; underway, not making way in reduced visibility; restricted in the ability to maneuver in reduced visibility; alteration of course to port in international waters; alteration of course to STBD in international waters; intention to overtake a vessel in international waters; man overboard; operating astern propulsion; at anchor; & emergencies",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Identify and sound appropriate whistle signals for the following circumstances:  underway, making way in reduced visibility; underway, not making way in reduced visibility; restricted in the ability to maneuver in reduced visibility; alteration of course to port in international waters; alteration of course to STBD in international waters; intention to overtake a vessel in international waters; man overboard; operating astern propulsion; at anchor; & emergencies",Knowledge/Performance Test,Time Gap,Course Revision,Lookout And Signal Operations,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-035,926,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Maintain the ship’s DR or electronic DR position between fixes IAW Ship’s NAVBILL for the duration of a watch,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Plot dead reckoning (DR) track,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-036,927,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Make compass comparisons between the bridge gyrocompass repeaters and magnetic compass  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine magnetic compass errors using gyro compass,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-037,928,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Monitor the helmsman/lee helmsman for compliance with ordered course and speed,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Monitor helm/lee helm operations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-038,929,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Obtain pertinent navigation information from appropriate resources,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Obtain pertinent navigation information from appropriate resources: NGA notice to mariners; us coast guard local notice to mariners; in-force NAVAREA and HYDROLANT/HYDROPAC warnings; broadcast warnings; OPAREA forecast for local area; NAVTEX predicted coverage warnings; & lessons learned and operational information from collaboration at sea (CAS) website,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-039,930,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Obtain soundings using the fathometer, then verify sounding information corresponds to ship’s position",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Obtain soundings using the fathometer, then verify sounding information corresponds to ship’s position.  ",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-040,931,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Perform celestial observations IAW NAVDORM day’s work in navigation checklist,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-041,932,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Plot fixes at prescribed interval IAW Ship’s NAVBILL for the duration of a watch,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Apply fix procedures,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-042,933,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Prepare and maintain the following logs and records for the watch station IAW the NAVDORM and ship’s instructions: Deck Log, Position Log, Standard Bearing Book, Navigation Workbook, Surface Weather Observation Form, Ship’s Position Report, Magnetic Compass Record",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Maintain the ship's records, logs, and forms",Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-043,934,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Prepare notes for CO’S night orders notebook,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Interpret the commanding officer's (CO’s)orders,Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-044,935,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Prepare ship's position reports for submission to the navigator (If applicable),Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make positional reports,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-045,936,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Record 0800, 1200, and 2000 positions in the ship’s deck log",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make positional reports,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-046,937,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Record compass comparison data in the magnetic compass record book (if applicable) and/or deck log,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Determine magnetic compass errors using gyro compass (QuarterM A School); maintain the ship's records, logs, and forms (QuarterM J)",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-047,938,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Record gyrocompass errors in the bearing book, magnetic compass record book, and deck log",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Maintain the ship's records, logs, and forms; compute gyro compass error",Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-048,939,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Report and log malfunctions or change in the status of any navigation systems,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-049,940,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Take appropriate action to navigate in restricted visibility IAW the COLREGS, NAVDORM and ship’s procedures",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Identify recommended actions based on the Rules of the Road,Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-050,941,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Verify and/or setup emergency navigation laptop (ENL) ,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,VMS,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ30-051,942,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Verify chart datum into the following:  GPS; ECDIS; & emergency navigation laptop (ENL),Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform nautical chart procedures,Knowledge/Performance Test,Time Gap,Course Revision,VMS,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ31-001,943,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"As navigation evaluator, evaluate the accuracy of the ship's position as determined by electronic and visual means, to include independent assessment ",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position using fathometer; determine ship's position using running fixes; determine ship's position using sextant angles; determine ship's position utilizing global position system (GPS); determine ship's position utilizing radar; determine ship's position visually; verify ship's position data between display sources; ,Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,Add to current Journeyman Course
PQ31-002,944,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"As navigation evaluator, make clear, concise, accurate, and timely reports IAW established directives",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"As navigation evaluator, make clear, concise, accurate, and timely reports IAW established directives",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
