Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
PQ2-016,223,All,E1,A,First Aid and Rescue,Damage Control,NAVEDTRA 43119-M (302 - First Aid and Rescue),3/2/2018,300 Series PQS Watch Station,Demonstrate the treatment of shock IAW NAVEDTRA 14295B,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ2-017,224,All,E1,A,First Aid and Rescue,Damage Control,NAVEDTRA 43119-M (302 - First Aid and Rescue),3/2/2018,300 Series PQS Watch Station,Conduct a head to toe assessment IAW NAVEDTRA 14295B,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-001,225,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Don and doff FFE IAW NSTM 077,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Don/doff fire personnel protective clothing,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-002,226,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Relieve nozzle position on charged hose IAW NSTM 555,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Perform as a hose team,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-003,227,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,"Inspect, don, and activate SCBA IAW NSTM 077",All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Inspect the self-contained breathing apparatus (SCBA),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-004,228,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,"Charge, clean, inspect, and restow the SCBA IAW NSTM 077",All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Inspect the self-contained breathing apparatus (SCBA),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-005,229,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,SCBA quick charge IAW applicable MFG TECH Manual,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Inspect the self-contained breathing apparatus (SCBA),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-006,230,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,"Inspect, layout, charge, and restow fire hose IAW NSTM 555",All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Perform as a hose team,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-007,231,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Charge hose and operate firefighting nozzles through all patterns IAW NSTM 555,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Perform as a hose team,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-008,232,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Demonstrate proper water management techniques IAW NSTM 555,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Perform as a hose team,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-009,233,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Maneuver charged hoses up and down ladders IAW NSTM 555,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Perform as a hose team,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-010,234,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,"Demonstrate the ability to activate the following installed equipment IAW NSTM 555: CO2 hose reel, CO2 flooding system, AFFF sprinkling system, Miscellaneous sprinkling system, HALON/HFP system, APC extinguishing system (range guard), Freshwater hose reel, AFFF hose reel, Water Mist system, DSW",All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Operate CO2 Fixed Flooding System Operations; Operate Aqueous Film Forming Foam (AFFF) System Operations; Operate Halon/Heptafluoropropane (HFP) System; Operate Water Mist System,Knowledge/Performance Test,"Missing CO2 hose reel, Miscellaneous sprinkling system, APC extinguishing system (range guard), Freshwater hose reel, AFFF hose reel, & DSW",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-011,235,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,"Locate the following items and demonstrate the ability to use them IAW NSTM 555: AFFF in-line eductor, Smoke curtains, Smoke blankets, Thermal imager, PECU, Ramfan and related equipment, Desmoking fan (box fan), Portable firefighting pump (P-100) and related equipment, PHARS, Power Hawk/PEARS, Portable CO2 extinguisher, Portable AFFF extinguisher, Portable PKP extinguishers, Overhaul equipment",All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J                                                                                                                         ,F-School,SWOS,TCCD,"Operate Desmoking Equipment; Operate Thermal Imager K-90 Talisman (Naval Firefighting Thermal Imager (NFTI); Operate Portable Exothermic Cutting (PECU); Operate P-100 Pump; Operate Portable Electric Access Rescue System (PEARS); Describe the components, capabilities, and uses of a portable CO2 extinguisher; Describe the components, capabilities, and uses of a portable AFFF extinguisher; Describe the components, capabilities, and uses of a portable PKP extinguisher",Knowledge/Performance Test,"Missing AFFF in-line eductor, PHARS, Overhaul equipment",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-012,236,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,"Demonstrate the ability to locate, identify, set and maintain the following IAW NSTM 555/NSTM 079, Vol 2: Fire boundaries, Smoke boundaries, Flooding boundaries, Casualty boundaries",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Fire and Smoke boundaries are taught during the ""Advanced Shipboard Fire Fighting Lab (V-4N-0001A)""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-013,237,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Don and doff the LSS waist belt IAW MFG Tech Manual,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-014,238,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Ascend and descend the escape trunk utilizing the LSS IAW MFG Tech Manual,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-015,239,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Ventilate compartments IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-016,240,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Maneuver charged hoses through a vertical trunk IAW NSTM 555,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Perform as a hose team,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-017,241,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Maneuver charged hoses through a main/auxiliary escape trunk utilizing LSS IAW NSTM 555,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Perform as a hose team,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-018,242,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Perform indirect firefighting procedures IAW NSTM 555,All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWOS,TCCD,Conduct direct and indirect fire fighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-019,243,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Perform fog firefighting procedures IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-020,244,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Rig portable desmoking equipment inside fire/smoke boundaries to achieve active desmoking IAW NSTM 555,All Sailor Task (ships),No,K-495-0441,Damage Control (DC) J,F-School,SWSC,TCCD,Operate Desmoking Equipment,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-021,245,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to loss of breathing air,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-022,246,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to installed and portable equipment in the event of loss of ship’s electrical power,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-023,247,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to improperly stowed hazardous/combustible materials,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-024,248,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to loss of HP air,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-025,249,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to ruptured hose,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-026,250,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to clogged vari-nozzle,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-027,251,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to compartment obstructed by debris,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-028,252,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to fire in ventilation system,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-029,253,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to fire reflash,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-030,254,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to wild hose,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,Describe the principles and procedures involved in a wild hose recovery,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-031,255,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to loss of firemain pressure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-032,256,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to loss of fire boundaries,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-033,257,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to Class A fire,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,"Combat a Class Alpha, Bravo, and Charlie fire",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-034,258,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to Class B fire,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,"Combat a Class Alpha, Bravo, and Charlie fire",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-035,259,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to Class C fire,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWOS,TCCD,"Combat a Class Alpha, Bravo, and Charlie fire",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-036,260,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to Class D fire,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-037,261,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to fire in CBR environment,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ3-038,262,All,E1,A,Basic Firefighting,Damage Control,NAVEDTRA 43119-M (303 - Basic Firefighting),3/2/2018,300 Series PQS Watch Station,Respond to high voltage fire,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-001,263,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,"Obtain and inspect equipment/PPE IAW NSTM 074, Vol. 1",All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,Conduct direct and indirect firefighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-002,264,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,"Setup communications between hot-work operator and fire watch when on opposite sides of bulkhead/deck IAW NSTM 074, Vol. 1",All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,Conduct direct and indirect firefighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-003,265,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,"Maintain surveillance over hot-work area IAW NSTM 074, Vol. 1",All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,Conduct direct and indirect firefighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-004,266,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,"Inspect area after hot-work is completed IAW NSTM 074, Vol. 1",All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,Conduct direct and indirect firefighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-005,267,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,"Inspect and return fire watch equipment IAW NSTM 074, Vol. 1",All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,Conduct direct and indirect firefighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-006,268,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,Respond to loss of firemain,All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,Conduct direct and indirect firefighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-007,269,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,Respond to excessive smoke/fumes from hot-work,All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,"Extinguish high temperature, high intensity and multi-space fires",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-008,270,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,Respond to fuel spill ,All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,Conduct direct and indirect firefighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-009,271,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,Respond to fire,All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,"Extinguish high temperature, high intensity and multi-space fires",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-010,272,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,Respond to loss of communications with hot-work operator,All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,Conduct direct and indirect firefighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ4-011,273,All,E1,A,Fire Watch Stander,Damage Control,NAVEDTRA 43119-M (304 - Fire Watch Stander),3/2/2018,300 Series PQS Watch Station,Respond to fire extinguishing equipment malfunctions,All Sailor Task (ships),No,A-495-0018,Shipboard Firefighting Integrated Team Trainer,F-School,SWSC,TCCD,Conduct direct and indirect firefighting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-001,274,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Locate DECON/CCA stations IAW RPM ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-002,275,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Transit through a CCA and DECON station IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-003,276,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Locate casualty collection stations IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-004,277,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Locate deep shelter stations IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-005,278,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Don and doff JSLIST IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-006,279,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Change protective mask canister IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-007,280,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Use the RSDL skin DECON kit IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-008,281,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Demonstrate self and buddy aid for nerve agent exposure using Atropine and 2-PAM Chloride/CANA training injectors IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ5-009,282,All,E1,A,"Basic Chemical, Biological, and Radiological (CBR) Defense",Damage Control,"NAVEDTRA 43119-M (305 - Basic Chemical, Biological, and Radiological [CBR] Defense)",3/2/2018,300 Series PQS Watch Station,Pass through CPS air lock/pressure lock IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
