,PART I,,,,,,,,,,PART II,,,,,,,,,,,
db673b63-e13c-4283-bf21-a27cc116781a,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align auxiliary system,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Describe  the JP-5 service and auxiliary system requirements,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
cdef357d-e2b9-4585-8cf4-8fcbae1650d4,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align auxiliary system,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
119fa5a6-64b3-44e9-bc78-91923d6fc418,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align defuel main to receive defuel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
cf7929d3-168f-4348-9480-6e4bff0ef4a7,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align Service Filter (CVN 77 only),Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8a80759c-36b2-4eb5-b267-c8dd4ef1ae8d,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align service system to deliver fuel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
99a1d8d0-d1c3-4ecf-a866-0ea650f05f23,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align stowage system to receive defuel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5d7e11ff-0074-479a-8ce4-c4b7b7f493c8,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to ballast/deballast tanks Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f5fa0ffa-c028-4f7f-b773-cf9599e115ff,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to consolidate fuel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
66e4d0a7-9188-4dfd-8a1f-7b714a5c8875,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to deliver fuel to jet test facility,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
dc56406d-c981-4812-9bd8-a7e7a93afe33,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to offload fuel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e747c2f9-53e7-4848-8d5c-1a7813ae569d,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to reclaim fuel,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the JP-5  reclamation system requirements ,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
7d0c3ad2-aa43-4401-be32-f91cf071a1d9,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to reclaim fuel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c7beda20-43a6-4570-aa9e-965454a6fba0,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to strip pump room drain tank,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c0acd9d1-949e-4d93-b686-95b6dab26476,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to strip service tanks,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
6113cdd9-ef22-474b-9274-1fba4214cae5,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to strip stowage tanks,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f6a2043e-2840-4f5b-8fcd-1b930bbb05e8,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to transfer from stowage to service,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
0c25511b-fe0b-4915-9079-f9ad3c1842e2,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to transfer from stowage to stowage,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
69c6d268-ef31-4d34-9447-2ff270104bc9,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to transfer fuel to emergency diesels,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
89662db4-12f7-4d82-944a-946d69057728,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align system to transfer fuel to engineering,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
33439bfe-03e9-4fc5-9e8d-bbc44c0fe1db,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Align transfer system for receipt of fuel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
eef1dedb-fcfc-422a-ab7b-d23ab1a167a0,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for cavitation of Service Pump,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f1aaa9ea-4e13-4b57-84f8-82425679ff24,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Ensure firefighting equipment is operational,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d421b492-84e8-4b0d-bc8d-846920c2fcd4,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Establish communications,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
dd5c2829-0bb8-4fd6-a373-d338d39927d1,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Respond to flooding Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2f10285b-1e14-47c2-a640-d47bb4d9eb61,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Respond to gross contamination Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d63c4d03-c3b3-4590-b9c1-0d28270f731b,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Respond to injured personnel Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8bf2d18b-ffaa-4059-bad2-1a6938a20b77,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Inspect all systems for leaks,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2ea48e98-c727-4ec3-bbe2-4cbf610e4e32,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Locate all equipment power panels and load centers,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
29287acf-e601-4df8-b301-daa3bcb94905,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for loss of communications,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f4ed9b59-2bdb-4c15-b132-e66bb5f30c3b,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for loss of electrical power,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e7c8a188-3406-49fb-aa65-39471a9cf423,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures loss of purifier priming water,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
0283ae3a-358f-4956-947b-0d9468447540,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for loss of purifier water seal,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
65953c0c-24bf-476b-8b03-6af1255dc5a7,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for loss of ventilation,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5f623065-8f30-4f0e-9181-59122c4e5344,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Maintain logs and records,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,"Identify fuels division logs, records, and reports","Knowledge/Performance Test, Oral Board/Test",,,,N/A
c8481ad8-7d09-4df4-9daf-23f7df9553d9,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Monitor pump room drain tank,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
054735b1-ff51-4a66-bf68-11763863f558,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Monitor TLIs/gauges,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
55ecbbb2-1d15-4b04-9e5b-1c0291f72acc,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Obtain permission to operate eductor,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher,F-School,CNATT,TCCD,Discuss the Fixed Eductor System in the JP-5 Fuel System in the JP-5 Fuel System Requirements,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
7dcd0a43-9079-452d-82c5-b8e16aed1752,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Obtain permission to operate eductor,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
851cdd78-ae65-4a01-b43d-5bfdf8ec0ccc,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,"Obtain, inspect, and record all required samples",Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Inspect fuel samples,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
2c58deb6-4fc4-43e2-8660-7fad8981eff3,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Operate purifier and/or transfer filter,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8cf01b0d-14f8-4639-975a-b779f4c3ce30,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,"Identify procedures for overheated purifier, pumps and motors",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3b3fd19d-2808-4400-b8a2-96978f4e9aff,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Rotate spectacle flanges/line blinds,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c78307f3-c8fb-4af7-ae2f-ee9a69986446,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Sample Service Filter Sump and Discharge (CVN 77 only),Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
70a1b184-f69f-4b24-af15-1bf4a747ab80,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (313 JP-5 Pump Room Operator),10/1/2009,300 Series PQS Watch Station,Validate AFOSS Diagrams,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
082f4b62-7de3-41fb-a2a6-0dc8e47ea3be,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Butterfly Valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
186c5201-2bbd-43d4-bc8a-bfa004f3fe38,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Centrifugal purifier,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
678995e3-b3f6-405c-b485-ee719b536ccf,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Electrically operated valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
fc92e1e9-f8cd-4d0a-85b7-c4d8a63627ca,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Filter separators and associated equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
052a0e93-1300-4dd4-abd4-d5a65ce3713c,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: flexible couplings,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1ae55169-91f7-4516-aad2-1a08b1496fe7,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Gate Valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
16f9f425-3b1e-4769-a59c-c6af4531f01f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Globe stop check valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
eb4713c4-4dfb-4489-936f-d6e3f343c64f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Globe Valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d33331b8-6037-4a92-8d58-20bddea5ee72,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Maintain/replace gauges and hoke (block) valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3eeccafb-399b-4037-b148-ec533006a233,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: One-Way check valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
840c52a3-61a1-46ac-8f1d-8cda070f8ba1,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Pressure control/Relief valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b5f901e4-a592-4222-a02a-d44db565ced9,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Purifier Hoist,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
dd41793a-979e-4b2b-a2fe-725f972420ca,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Reduction gear,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8db61489-874c-4893-b450-7f98622cac96,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Remote valve operating mechanisms,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
799a6122-2ed6-4057-b525-12a4c5d342bb,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Rotary pumps,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
909459c5-ddca-432e-8c3d-863b9036125c,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Sight Glass,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2789b199-3cae-45cc-9f99-17e4e40dfa91,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Conduct required corrective maintenance on the following system equipment: Strainers,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
0befabd1-af1e-4078-b23b-0dc1951c0d8d,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Respond to injured personnel in fuel spaces Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ab5fbbaa-26e6-493d-85a0-cb041ea33781,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Inoperative valves/ actuators Indications/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
142b9b8a-7f73-48e7-812f-3c19270b1cf0,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Inspect and clean JP-5 Tanks,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b164542b-5745-4a41-860a-b0247e44feff,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,"Investigate, assess and report system casualty/battle damage Alarms/Limitations/Emergencies",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2e0568de-8218-46c8-8662-c269136dc2f3,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (314 Below Decks Repairman),10/1/2009,300 Series PQS Watch Station,Leaking piping/gaskets/ pumps Indications/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
