Index #,Rating,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach
PQ26-024,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Demonstrate reverse route function (NEXGEN),Knowledge/Performance Test
PQ26-025,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate use of ECDIS with a simulated failure of GPS IAW Ship’s NAVBILL/CO’s Standing Orders,Knowledge/Performance Test
PQ26-026,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Access interactive help; access the help explorer feature,Knowledge/Performance Test
PQ26-027,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Display secondary chart window,Knowledge/Performance Test
PQ26-028,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Determine anchor swing and drag circles,Knowledge/Performance Test
PQ26-029,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Display the log file of accepted/rejected corrections,Knowledge/Performance Test
PQ26-030,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Display the radar contact vectors in true and relative (if applicable) ,Knowledge/Performance Test
PQ26-031,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Display the ship’s assumed position and lops (legacy),Knowledge/Performance Test
PQ26-032,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Enable visual/radar navaids,Knowledge/Performance Test
PQ26-033,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Extract information from naval and navigation publications, technical briefs, notices, and bulletins",Knowledge/Performance Test
PQ26-034,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Create and modify critical points in route and position of intended movement (PIM) plans; add critical points to a navigation plan,Knowledge/Performance Test
PQ26-035,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Display alarms; respond to alarms, warnings, cautions, and prompts; respond to radar alarms",Knowledge/Performance Test
PQ26-036,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Create return to plan track,Knowledge/Performance Test
PQ26-037,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Select planning sheet,Knowledge/Performance Test
PQ26-038,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Identify an 'overscale' chart,Knowledge/Performance Test
PQ26-039,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Identify an 'under scale' chart,Knowledge/Performance Test
PQ26-040,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Identify the latest edition of TOD for the local area,Knowledge/Performance Test
PQ26-041,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Select and validate primary sensors; select and validate secondary sensors,Knowledge/Performance Test
PQ26-042,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Perform VMS turn-on, login, logoff and turnoff procedures",Knowledge/Performance Test
PQ26-043,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Load, start, monitor, clear route and position of intended movement (PIM) plans",Knowledge/Performance Test
PQ26-044,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Load voyage plans(legacy)or route (NEXGEN), navigation plans and layer portfolios on to the local node from CD-ROM or approved external hard drive",Knowledge/Performance Test
PQ26-045,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Load, start, monitor, clear route and position of intended movement (PIM) plans; import and export route, PIM, and navigation plans",Knowledge/Performance Test
PQ26-046,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Load, start, stop, and clear a voyage plan(legacy) or route (NEXGEN)",Knowledge/Performance Test
PQ26-047,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Change chart area and position of ship relative to edge of display,Knowledge/Performance Test
PQ26-048,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Obtain range and bearing from three non-navaid conspicuous objects,Knowledge/Performance Test
PQ26-049,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Multiple tasks in the course cover displaying,Knowledge/Performance Test
PQ26-050,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Multiple tasks in the course cover displaying,Knowledge/Performance Test
PQ26-051,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Query a point (i.e., sounding, wreck) an area (i.e., TSS, no-fishing) a layer object (i.e., manual correction, chart overlay) and determine the critical info for each",Knowledge/Performance Test
PQ26-052,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Recall ship's history displays,Knowledge/Performance Test
PQ26-053,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Create, edit, delete, save manual chart updates (objects))",Knowledge/Performance Test
PQ26-054,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Select radar display mode,Knowledge/Performance Test
PQ26-055,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Change and reset center area,Knowledge/Performance Test
PQ26-056,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Display chart 1,Knowledge/Performance Test
PQ26-057,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Select settings from the display setting menu,Knowledge/Performance Test
PQ26-058,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Multiple tasks in the course cover displaying,Knowledge/Performance Test
PQ26-059,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Modify user profiles; change and display user profiles; select user profiles for display; change chart area and position of ship relative to edge of display; switch between base and standard chart display modes; switch between Mercator and polar stereographic chart projections; create, edit, delete, save manual chart updates (objects)); display chart index; display chart update summary; display secondary chart window; display chart legend information; display chart 1",Knowledge/Performance Test
PQ26-060,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Select and unselect VMS heading and speed controls; select and unselect VMS heading control; select and unselect VMS track control; select and unselect VMS speed control; select and unselect VMS route-based speed control ,Knowledge/Performance Test
PQ26-061,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Set up safety configuration,Knowledge/Performance Test
PQ26-062,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ26-063,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ26-064,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Obtain charts and chart updates; select charts from chart index,Knowledge/Performance Test
PQ26-065,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Validate input/setting of the following: set and drift, time and time zone, datum, magnetic variation, & history display",Knowledge/Performance Test
PQ26-066,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Validate that the current local area SDNC is corrected up to date,Knowledge/Performance Test
PQ26-067,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Recommend and approve navigation plan,Knowledge/Performance Test
PQ26-068,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Display and interpret figure of merit,Knowledge/Performance Test
PQ26-069,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Verify the latest edition of DNC® on NGA website for the local area,Knowledge/Performance Test
PQ26-070,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Verify the latest edition of VDU on NGA website for the local area,Knowledge/Performance Test
PQ26-071,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Adjust radar scope presentation to align with navigation charts,Knowledge/Performance Test
PQ26-072,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Display flags and pennants,Knowledge/Performance Test
PQ26-073,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Send messages using signal flags (QuarterM A School); perform flag hoist procedures (QuarterM J),Knowledge/Performance Test
PQ26-074,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Display flags and pennants,Knowledge/Performance Test
PQ26-075,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,ACP 130(a) to encode/decode 10 numeral pennant call signs ,Knowledge/Performance Test
PQ26-076,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Draft a visual message using OPNAV form2110-30 ,Knowledge/Performance Test
PQ26-077,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Record a visual message using OPNAV form 2110-30 ,Knowledge/Performance Test
PQ26-078,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Record an entry in the visual log,Knowledge/Performance Test
PQ26-079,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Route visual message,Knowledge/Performance Test
PQ26-080,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform tactical signal encoding procedures; perform tactical signal decoding procedures,Knowledge/Performance Test
PQ26-081,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform tactical signal encoding procedures; perform tactical signal decoding procedures,Knowledge/Performance Test
PQ26-082,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform tactical signal encoding procedures; perform tactical signal decoding procedures,Knowledge/Performance Test
PQ26-083,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Use ACP 130(a) to encode/decode 10-unit indicator call signs ,Knowledge/Performance Test
PQ26-084,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform tactical signal encoding procedures; perform tactical signal decoding procedures,Knowledge/Performance Test
PQ26-085,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform tactical signal encoding procedures; perform tactical signal decoding procedures,Knowledge/Performance Test
PQ26-086,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform tactical signal encoding procedures; perform tactical signal decoding procedures,Knowledge/Performance Test
PQ26-087,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform tactical signal encoding procedures; perform tactical signal decoding procedures,Knowledge/Performance Test
PQ26-088,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform tactical signal encoding procedures; perform tactical signal decoding procedures,Knowledge/Performance Test
PQ26-089,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ26-090,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ26-091,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ26-092,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ26-093,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ26-094,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ26-095,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Receive messages by flashing light,Knowledge/Performance Test
PQ26-096,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Receive messages by flashing light,Knowledge/Performance Test
PQ26-097,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Receive messages by flashing light,Knowledge/Performance Test
PQ26-098,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Transmit messages by flashing light,Knowledge/Performance Test
PQ26-099,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Transmit messages by flashing light,Knowledge/Performance Test
PQ26-100,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Transmit messages by flashing light,Knowledge/Performance Test
PQ26-101,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ27-001,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ27-002,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ27-003,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform flag hoist procedures,Knowledge/Performance Test
PQ27-004,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Differentiate between allied and international signals ,Knowledge/Performance Test
PQ27-005,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Transmit messages by flashing light; receive messages by flashing light; determine signal flags/flag signals; perform tactical signal decoding procedures; perform tactical signal encoding procedures,Knowledge/Performance Test
PQ27-006,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform flag hoist procedures,Knowledge/Performance Test
PQ27-007,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine signal flags/flag signals (QuarterM A School); perform flag hoist procedures (QuarterM J),Knowledge/Performance Test
PQ27-008,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform flag hoist procedures,Knowledge/Performance Test
PQ28-001,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine signal flags/flag signals,Knowledge/Performance Test
PQ28-002,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Configure navigation task/running lights,Knowledge/Performance Test
PQ28-003,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ28-004,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ28-005,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Execute morning/evening colors ,Knowledge/Performance Test
PQ28-006,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine gyro compass errors (QuarterM A School); maintain checklists; use applicable inspection checklists (QuarterM J); compute tides and tidal predictions (QuarterM J); compute tidal currents and current predictions (QuarterM J),Knowledge/Performance Test
PQ28-007,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Properly observe sunrise/sunset ,Knowledge/Performance Test
PQ29-001,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Calculate tides/currents using authorized electronic tide/current program ,Knowledge/Performance Test
PQ29-002,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compare ship’s position with secondary plot ,Knowledge/Performance Test
PQ29-003,QM,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Perform weather observations and reporting procedures,Knowledge/Performance Test
PQ29-004,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Review optional sound signals at anchor,Knowledge/Performance Test
PQ29-005,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Review required sound signals at anchor,Knowledge/Performance Test
PQ29-006,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Compute gyro compass error,Knowledge/Performance Test
PQ29-007,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Plot sing and drag circles,Knowledge/Performance Test
PQ29-008,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position utilizing global position system (GPS),Knowledge/Performance Test
PQ29-009,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position utilizing radar,Knowledge/Performance Test
PQ29-010,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship’s position visually,Knowledge/Performance Test
PQ29-011,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Graph currents using the “straight line method” showing a slack water reference line, with flood values and ebb values displayed above and below the slack water reference line, respectively",Knowledge/Performance Test
PQ29-012,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine signal flags/flag signals (QuarterM A School); perform flag hoist procedures (QuarterM J),Knowledge/Performance Test
PQ29-013,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine signal flags/flag signals (QuarterM A School); perform flag hoist procedures (QuarterM J),Knowledge/Performance Test
PQ29-014,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Configure navigation task/running lights,Knowledge/Performance Test
PQ29-015,QM,A-061-0300,QM J,C-School,SWSC,CTTL,"Maintain the ship's records, logs, and forms",Knowledge/Performance Test
PQ29-016,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Compute tidal currents and current predictions; compute tides and tidal predictions,Knowledge/Performance Test
PQ29-017,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Interpret the Commanding Officer's (CO)orders,Knowledge/Performance Test
PQ29-018,QM,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Use checklists,Knowledge/Performance Test
PQ29-019,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ29-020,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Manage sensor inputs to VMS (QuarterM J); select and validate primary sensors (VMS 9 operator); select and validate secondary sensors (VMS 9 operator),Knowledge/Performance Test
PQ29-021,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Configure navigation task/running lights; determine signal flags/flag signals,Knowledge/Performance Test
PQ29-022,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position using fathometer; determine ship's position using running fixes; determine ship's position using sextant angles; determine ship's position utilizing global position system (GPS); determine ship's position utilizing radar; determine ship's position visually; verify ship's position data between display sources; ,Knowledge/Performance Test
PQ30-001,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Apply gyro error to obtain true course  ,Knowledge/Performance Test
PQ30-002,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Apply variation and deviation to compass course to obtain true course  ,Knowledge/Performance Test
PQ30-003,QM,A-061-0300,QM J,C-School,SWSC,CTTL,"Assist the officer of the deck executing, at a minimum, the following special evolution check off lists:  entering port/restricted waters; anchoring; getting underway; replenishment at sea; man overboard; low visibility; flight operations",Knowledge/Performance Test
PQ30-004,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Calculate times for moonrise/moonset & sunrise/sunset,Knowledge/Performance Test
PQ30-005,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine required speed of advance (SOA),Knowledge/Performance Test
PQ30-006,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Compute tides and tidal predictions; compute tidal currents and current predictions,Knowledge/Performance Test
PQ30-007,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Compute tides and tidal predictions; compute tidal currents and current predictions,Knowledge/Performance Test
PQ30-008,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Calculate times, velocities, and directions of flow of currents  ",Knowledge/Performance Test
PQ30-009,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute visibility of lights and expected time of sighting,Knowledge/Performance Test
PQ30-010,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position relative to plan of intended movement (PIM),Knowledge/Performance Test
PQ30-011,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compare gyro repeaters to M gyro ,Knowledge/Performance Test
PQ30-012,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform weather observations and reporting procedures,Knowledge/Performance Test
PQ30-013,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-014,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-015,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Operate the Digital Flux Gate Magnetic Compass (DFGMC),Knowledge/Performance Test
PQ30-016,QM,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Use checklists,Knowledge/Performance Test
PQ30-017,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate the following signals during a man overboard:  taps signals (ship to boat) using flashing light; describe arc signals (boat to ship) using flashing light; pyrotechnic signals (ship to boat) to direct boat; & describe pyrotechnic signals (boat to ship),Knowledge/Performance Test
PQ30-018,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Demonstrate the following signals using day shapes:  restricted ability to maneuver; not under command; anchoring; constraint by draft; aground,Knowledge/Performance Test
PQ30-019,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute course and speed made good,Knowledge/Performance Test
PQ30-020,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute course and speed made good,Knowledge/Performance Test
PQ30-021,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Compute gyro compass error,Knowledge/Performance Test
PQ30-022,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Compute gyro compass error,Knowledge/Performance Test
PQ30-023,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-024,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Calculate set and drift,Knowledge/Performance Test
PQ30-025,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine the following visibility of lights used as aids to navigation:  nominal range; luminous range; geographic range; horizon distance; computed range; & computed visibility,Knowledge/Performance Test
PQ30-026,QM,A-061-0300,QM J,C-School,SWSC,CTTL,"Interpret the commanding officer's (CO’s)orders, compute visibility of light; perform weather observations and reporting procedures",Knowledge/Performance Test
PQ30-027,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship’s position utilizing radar,Knowledge/Performance Test
PQ30-028,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship’s position visually,Knowledge/Performance Test
PQ30-029,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position utilizing global position system (GPS),Knowledge/Performance Test
PQ30-030,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Graph currents using the ""straight line method ""showing a slack water reference line, with flood values and ebb values displayed above and below the slack water reference line, respectively",Knowledge/Performance Test
PQ30-031,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Graph tides using the “one-quarter/one tenth” rule found in table 3 of the tide tables  ,Knowledge/Performance Test
PQ30-032,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Identify and evaluate position accuracy indications (FOM)  ,Knowledge/Performance Test
PQ30-033,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Identify and evaluate position offsets in ECDIS (if applicable),Knowledge/Performance Test
PQ30-034,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Identify and sound appropriate whistle signals for the following circumstances:  underway, making way in reduced visibility; underway, not making way in reduced visibility; restricted in the ability to maneuver in reduced visibility; alteration of course to port in international waters; alteration of course to STBD in international waters; intention to overtake a vessel in international waters; man overboard; operating astern propulsion; at anchor; & emergencies",Knowledge/Performance Test
PQ30-035,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Plot dead reckoning (DR) track,Knowledge/Performance Test
PQ30-036,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine magnetic compass errors using gyro compass,Knowledge/Performance Test
PQ30-037,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Monitor helm/lee helm operations,Knowledge/Performance Test
PQ30-038,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Obtain pertinent navigation information from appropriate resources: NGA notice to mariners; us coast guard local notice to mariners; in-force NAVAREA and HYDROLANT/HYDROPAC warnings; broadcast warnings; OPAREA forecast for local area; NAVTEX predicted coverage warnings; & lessons learned and operational information from collaboration at sea (CAS) website,Knowledge/Performance Test
PQ30-039,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Obtain soundings using the fathometer, then verify sounding information corresponds to ship’s position.  ",Knowledge/Performance Test
PQ30-040,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test
PQ30-041,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Apply fix procedures,Knowledge/Performance Test
PQ30-042,QM,A-061-0300,QM J,C-School,SWSC,CTTL,"Maintain the ship's records, logs, and forms",Knowledge/Performance Test
PQ30-043,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Interpret the commanding officer's (CO’s)orders,Knowledge/Performance Test
PQ30-044,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make positional reports,Knowledge/Performance Test
PQ30-045,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make positional reports,Knowledge/Performance Test
PQ30-046,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Determine magnetic compass errors using gyro compass (QuarterM A School); maintain the ship's records, logs, and forms (QuarterM J)",Knowledge/Performance Test
PQ30-047,QM,A-061-0300,QM J,C-School,SWSC,CTTL,"Maintain the ship's records, logs, and forms; compute gyro compass error",Knowledge/Performance Test
PQ30-048,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-049,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Identify recommended actions based on the Rules of the Road,Knowledge/Performance Test
PQ30-050,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ30-051,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform nautical chart procedures,Knowledge/Performance Test
PQ31-001,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position using fathometer; determine ship's position using running fixes; determine ship's position using sextant angles; determine ship's position utilizing global position system (GPS); determine ship's position utilizing radar; determine ship's position visually; verify ship's position data between display sources; ,Knowledge/Performance Test
PQ31-002,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"As navigation evaluator, make clear, concise, accurate, and timely reports IAW established directives",Knowledge/Performance Test
PQ31-003,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in a crossing situation ,Knowledge/Performance Test
PQ31-004,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in a crossing situation ,Knowledge/Performance Test
PQ31-005,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in a head on situation ,Knowledge/Performance Test
PQ31-006,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation,Knowledge/Performance Test
PQ31-007,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation ,Knowledge/Performance Test
PQ31-008,QM,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Construct navigation briefs,Knowledge/Performance Test
PQ31-009,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test
PQ31-010,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test
PQ31-011,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Discuss hurricane/typhoon evasion procedures,Knowledge/Performance Test
PQ31-012,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Review how to Maintain checklists; use applicable inspection checklists,Knowledge/Performance Test
PQ31-013,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-014,QM,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Construct navigation briefs,Knowledge/Performance Test
PQ31-015,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Review how to Maintain checklists; use applicable inspection checklists,Knowledge/Performance Test
PQ31-016,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-017,QM,A-061-0300,QM J,C-School,SWSC,CTTL,"Identify the actions of all navigation team members, ensuring strict compliance with the NAVDORM, standing orders, and ship’s NAVBILL",Knowledge/Performance Test
PQ31-018,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Correlate all buoys with conning officer ,Knowledge/Performance Test
PQ31-019,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate correct procedures for escaping the dangerous semi-circle of a storm,Knowledge/Performance Test
PQ31-020,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate correct procedures for escaping the navigable semi-circle of a storm,Knowledge/Performance Test
PQ31-021,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-022,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate the use of buys-ballots law to determine probable location of storm center,Knowledge/Performance Test
PQ31-023,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Determine if the anchor is holding,Knowledge/Performance Test
PQ31-024,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-025,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Prepare a MOVREP,Knowledge/Performance Test
