PART I,,,,,,,,,,,PART II,,,,,,,,,Part III Cluster Analysis,,,,,,,,,,
Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Estimated Instructional Time,Notes
NS-281,QM,E3,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to apply for requisitions via the Career Management System/Interactive Detailing (CMS/ID),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the Navy Operational Risk Management (ORM) process,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-282,QM,E3,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the programs for awards, commendations, and personnel recognition",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-283,QM,E3,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the incentives for reenlistment and special duty,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify the characteristics and proper treatment of injuries to the bone and muscles,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-284,QM,E3,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the roles and functions of the Chief Petty Officer (CPO), Senior Chief Petty Officer (SCPO), and M Chief Petty Office (MCPO)",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-285,QM,E3,A,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the procedures to access your Sailor/Marine American Council on Education Registry Transcript (SMART),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Explain the procedures for performing the three primary tasks of first aid,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-286,QM,E3,A,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify opportunities for voluntary education,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Explain the procedures for performing the three primary tasks of first aid,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-287,QM,E3,A,General Sailor,Management/Administration,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Maintain logs and files,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform a proper casualty transport,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-288,QM,E3,A,General Sailor,Sea Power,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the U.S. Navy's peacetime and wartime roles, missions, responsibilities, and challenges",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-289,QM,E3,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Explain how an individual’s role in Operations Risk Management (ORM) is vital to mission success,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-290,QM,E3,A,General Sailor,Hazardous Materials,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to clean and stow painting equipment,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-291,QM,E4,A,General Sailor,"Watchstanding and Watch, Quarter, and Station Bill",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Stand Petty Officer military watches (Petty Officer of the Watch, M-At-Arms, Chief of the Guard, Shore Patrol, etc.)",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform watchstanding procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-292,QM,E4,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the regulations concerning grooming standards,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Comply with U.S. Navy Uniform Regulations, rules of military etiquette and bearing, and 
grooming standards",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-293,QM,E4,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to wear Petty Officer (PO) insignias,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Comply with U.S. Navy Uniform Regulations, rules of military etiquette and bearing, and 
grooming standards",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-294,QM,E4,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Define organizational clothing,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform folding and stowing of uniforms and place at night and day stow,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-295,QM,E4,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the uniform requirements while traveling,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Comply with U.S. Navy Uniform Regulations, rules of military etiquette and bearing, and 
grooming standards",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-296,QM,E4,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Supervise work center and job site safety,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-297,QM,E4,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Instruct personnel in work-related hazards, safety precautions, and in the use and maintenance of personal protective equipment and clothing",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-298,QM,E4,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose for Operational Risk Management (ORM) and implement in planning evolutions/task,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Apply Operational Risk Management (ORM) principles,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-299,QM,E4,A,General Sailor,Damage Control,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Make damage control closure log entries,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Describe the purpose of Damage Control Central (DCC)/Central Control Station (CCS), and the location and purpose of the DC Closure Log and Compartment Check-Off List",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-300,QM,E4,A,General Sailor,Military Justice,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the proceedings leading to Captain’s Mast,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-301,QM,E4,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Assist in indoctrinating newly reporting personnel,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-302,QM,E4,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the function and use of the Navy Enlisted Classification (NEC) codes,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-303,QM,E4,A,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Supervise a divisional Personnel Qualification Standards (PQS) system,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-304,QM,E4,A,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the Navy College Program for Afloat College Education (NCPACE) program,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-305,QM,E4,A,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Explain procedures to submit college transcripts or other course documents for inclusion in your smart transcript, electronic service record, or electronic training jacket",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-306,QM,E4,A,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Explain the purpose of General Military Training (GMT),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-307,QM,E4,A,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify the requirements for Tuition Assistance (TA),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Discuss Navy Educational Opportunities,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-308,QM,E4,A,General Sailor,Management/Administration,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Requisition supplies and material through the navy supply system,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-309,QM,E4,A,General Sailor,Management/Administration,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Maintain manuals, publications, and directives",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-310,QM,E4,A,General Sailor,Management/Administration,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Prepare Naval correspondence,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-311,QM,E4,A,General Sailor,Management/Administration,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Explain the responsibility of signature (by direction) authority,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-312,QM,E4,A,General Sailor,Management/Administration,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify the components of a naval message,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-313,QM,E4,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the traditions related to ceremonies and honors,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-314,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Translate assignments from the immediate supervisor into specific tasks for subordinates (repair team, work party, watch, etc.)",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-315,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Determine availability of supplies, equipment, and tools required by subordinates",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-316,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Ensure that subordinates are using Operational Risk Management (ORM) while accomplishing task,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Apply Operational Risk Management (ORM) principles,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-317,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Assess and document progress of subordinates job performance,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-318,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Give subordinates immediate feedback on performance,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-319,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Recognize common suicidal ideations and understand proper response procedures,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Take appropriate action when shipmate exhibits suicidal warning signs (get them help - treat),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-320,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Evaluate completed assignments of subordinates for quality, completeness, and timeliness",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-321,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Report job progress to immediate supervisor,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-322,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Evaluate subordinates’ suggestions to improve job performance and make appropriate recommendations to immediate supervisor,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-323,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Apprise immediate supervisors of subordinate’s performance,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-324,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Resolve conflicts or differences between subordinates,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-325,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Direct daily work center assignments,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-326,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Provide rating specific expertise to subordinates,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-327,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify the fundamentals of leadership,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-328,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Explain Command Managed Equal Opportunity (CMEO) program and policies,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,CTTL,Comprehend the Navy Equal Opportunity (EO) Program,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-329,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the benefits of pride, professionalism, personal excellence and community support Program",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-330,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the Petty Officer's responsibility in the Navy's Substance Abuse Rehabilitation,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-331,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Program (SARP) and the role and responsibility of the Command's Drug and Alcohol Program Advisor (DAPA),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-332,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Explain Department of the Navy’s (DON) Process Improvement strategy for mission readiness,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-333,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Participate in Process Improvement activities,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-334,QM,E4,A,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Participate as a team member of a Process Improvement team,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-335,QM,E4,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Describe the meaning of risk to mission, risk to force, and risk to self",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-336,QM,E5,J,General Sailor,"Watchstanding and Watch, Quarter, and Station Bill",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Maintain a divisional watch, quarter, and station bill",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-337,QM,E5,J,General Sailor,Drill and Formation,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Perform military courtesies as a formation leader,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-338,QM,E5,J,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify uniform inventory requirements for sea bag inspections,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-339,QM,E5,J,General Sailor,Force Protection,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Train personnel in the safeguards against acts of terrorism and victimization,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-340,QM,E5,J,General Sailor,Force Protection,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Train personnel in procedures pertaining to bomb threats,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-341,QM,E5,J,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Perform duties of a divisional Safety Petty Officer,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-342,QM,E5,J,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Conduct safety awareness training,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Develop tailored safety training,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-343,QM,E5,J,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose and function of the Command's safety council and safety committee,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Describe the roles and responsibilities of the safety councils in support of normal operations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-344,QM,E5,J,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the Navy's Occupational Safety and Health (NAVOSH) program reference to forces afloat or ashore maintenance procedures,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Manage Safety Programs,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-345,QM,E5,J,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the four principles of Operational Risk Management (ORM),All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Apply Operational Risk Management (ORM) principles,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-346,QM,E5,J,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the three levels of Operational Risk Management (ORM),All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Apply Operational Risk Management (ORM) principles,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-347,QM,E5,J,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify the five steps in the deliberate Operational Risk Management (ORM) process,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Apply Operational Risk Management (ORM) principles,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-348,QM,E5,J,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Provide career information to junior personnel,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-349,QM,E5,J,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the procedures for advancing and selecting of Chief Petty Officer (CPO), Senior Chief Petty Officer (SCPO), and M Chief Petty Officer (MCPO)",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-350,QM,E5,J,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Understand the fleet reserve, High Year Tenure (HYT), and retirement programs",All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Develop a retirement plan,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-351,QM,E5,J,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know sponsorship and execute duties of a sponsor,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-352,QM,E5,J,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Perform the duties and responsibilities of a mentor,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-353,QM,E5,J,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Train personnel using demonstration, discussion, and lecture methods",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
NS-354,QM,E5,J,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Perform the duties and responsibilities of a Training Petty Officer,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
