PART I,,,,,,,,,,PART II,,,,,,,,,,,
Rating,Rank,Level (A/J/M),Billet Title,Functional Area,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,NEC Refresher Training Selection,Journeyman,Master,Notes
ABF,E4,A,Aviation Fuels Below Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform JP5 stripping system operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform JP-5 tank stripping procedures,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Below Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Sound JP5 fuel tanks,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform JP-5 tank sounding,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Below Deck Operations Technician,JP-5 Maint,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise below deck corrective maintenance procedures,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise below deck maintenance procedures,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Below Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise equipment repair procedures,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Maintain JP-5 Below Deck Equipment,Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Below Deck Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Verify Current Ships Maintenance Plans (CSMP),Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Review Current Ships Maintenance Plans (CSMP),Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Below Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Verify offloading procedures,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Verify offloading procedures,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Below Deck Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Verify Organizational Maintenance Management System (OMMS) jobs,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Verify Organizational Maintenance and Material System (OMMS) jobs,Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Below Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Verify sounding report accuracy,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Verify accuracy of sounding reports,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Align Underway Replenishment (UNREP) stations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Align Underway Replenishment (UNREP) stations,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Conduct inspections of flight deck stations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Inspect flight deck stations,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Conduct quality surveillance tests,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Conduct quality surveillance tests,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Coordinate fuel system equipment repairs,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Coordinate fuel system equipment maintenance,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Coordinate Underway Replenishment (UNREP) stations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Coordinate Underway Replenishment (UNREP) stations,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Defuel aircrafts,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform defueling procedures,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Detect fueling stations equipment deficiencies,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Inspect fueling station equipment,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Detect fueling stations material deficiencies,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Determine fuel characteristics,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Identify military fuels and characteristics,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Fuel aircrafts,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Fuel aircraft,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Input Organizational Maintenance Management System (OMMS) job data,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Input Organizational Maintenance and Material System(OMMS) action work,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Flight Deck Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Maintain aviation fuels accountability records,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Maintain aviation fuels accountability records,Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Manage flight deck fueling operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Manage flight deck aircraft fueling,Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Manage flight deck manning requirements,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Manage flight deck personnel,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Manage flight deck personnel routines,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Manage flight deck personnel,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Manage fuels Quality Assurance (QA) personnel routine,Rating Specific Task,No,C-821-2010,Aviation Boatswain's Mate (F) Course,A-School,CNATT,CTTL,Manage Quality Assurance (QA) personnel,Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Flight Deck Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Manage Ship Operation Management System (SOMS),Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Manage Ship Operation Management System (SOMS),Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor aircraft fueling stations alignments,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform alignment of aircraft fueling stations,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor aviation fuel quality surveillance procedures,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Monitor fuel quality surveillance procedures,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor below deck fire emergency procedures,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Monitor below deck fire emergency procedures,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor below deck fuel systems auxiliary operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Monitor below deck fuel systems auxiliary procedures,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor emergency aircraft defueling operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Monitor emergency aircraft defueling operations,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor flight deck fuel systems auxiliary operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Monitor flight deck fuel systems auxiliary procedures,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor JP5 service system operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Monitor JP-5 service system procedures,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Obtain visual sample from fueling stations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Inspect fuel samples,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Obtain visual sample from sponson connection,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Inspect fuel samples,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform auxiliary system operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Operate auxiliary system,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform aviation fuels flight deck equipment planned maintenance,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform aviation fuels flight deck equipment PMS,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform flight deck equipment repairs,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Repair aviation fuels flight deck equipment,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform flight deck hot refueling operations,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform flight deck station operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform fuel station operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform fuel system administrative functions,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Perform administrative functions,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform fuel transfer system operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform Fueling Operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform fueling procedures,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform JP5 service system operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise aircraft defueling operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft defueling,Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise aircraft emergency defueling operation,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft emergency defueling,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise aircraft to aircraft fuel transfers,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft to aircraft fuel transfers,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise equipment repair procedures,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise flight deck corrective maintenance procedures,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise flight deck equipment corrective maintenance procedures,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise refueling crews operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft fueling,Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Flight Deck Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Verify Current Ships Maintenance Plans (CSMP),Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Review Current Ships Maintenance Plans (CSMP),Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Flight Deck Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Verify Organizational Maintenance Management System (OMMS) jobs,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Verify Organizational Maintenance and Material System (OMMS) jobs,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,QA,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Conduct quality surveillance tests,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Conduct quality surveillance tests,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Shore Base Operations Technician,Deck Maint,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Coordinate fuel system equipment repairs,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Coordinate fuel system equipment maintenance,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Defuel aircrafts,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform defueling procedures,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Detect fueling stations material deficiencies,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,QA,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Determine fuel characteristics,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Identify military fuels and characteristics,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Fuel aircrafts,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Fuel aircraft,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Shore Base Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Maintain aviation fuels accountability records,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Maintain aviation fuels accountability records,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Shore Base Operations Technician,QA,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Manage fuels Quality Assurance (QA) personnel routine,Rating Specific Task,No,C-821-2010,Aviation Boatswain's Mate (F) Course,A-School,CNATT,CTTL,Manage Quality Assurance (QA) personnel,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Shore Base Operations Technician,QA,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor aviation fuel quality surveillance procedures,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Monitor fuel quality surveillance procedures,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Shore Base Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor JP5 stripping system operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Monitor JP-5 stripping system procedures,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Monitor shore facility fuel station pressure gauges,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Monitor shore facility fuel station pressure gauges,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Obtain visual sample from fueling stations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Inspect fuel samples,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Operate mobile refuelers,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Operate mobile refuelers,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform fuel farm operator functions,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform fuel station operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Shore Base Operations Technician,Maint Admin,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform fuel system administrative functions,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Perform administrative functions,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform fuel transfer system operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform Fueling Operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform fueling procedures,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform JP5 service system operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform JP5 stripping system operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform JP-5 tank stripping procedures,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Perform shore base hot refueling operations,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,Knowledge/Performance Test,,,,N/A
ABF,E4,A,Aviation Fuels Shore Base Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Sound JP5 fuel tanks,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform JP-5 tank sounding,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise aircraft defueling operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft defueling,Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise aircraft emergency defueling operation,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft emergency defueling,Knowledge/Performance Test,,,,N/A
ABF,E6,J,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise aircraft to aircraft fuel transfers,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft to aircraft fuel transfers,Knowledge/Performance Test,,,,N/A
ABF,E5,J,Aviation Fuels Shore Base Operations Technician,Deck Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Supervise refueling crews operations,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft fueling,Knowledge/Performance Test,,,,N/A
ABF,E7,M,Aviation Fuels Shore Base Operations Technician,JP-5 Operations,NAVPERS 18068F Vol I,07/01/21,Occupational Standard Task,Verify sounding report accuracy,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Verify accuracy of sounding reports,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Watchstanding and Watch, Quarter, and Station Bill",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Stand non-petty officer military watches,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform watchstanding procedures,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Watchstanding and Watch, Quarter, and Station Bill",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Stand lookout watches,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform watchstanding procedures,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,"Watchstanding and Watch, Quarter, and Station Bill",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the eleven general orders of a sentry,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,State and understand the purpose of the general orders of a sentry,Knowledge/Performance Test,,,,N/A
ALL,E1,A,General Sailor,Seamanship,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the terminology used in deck and boat seamanship,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Comprehend basic seamanship characteristics and terminology,Knowledge/Performance Test,,,,N/A
